category_value,category,locationdesc,location,year,avg_data_value
Adult,Age Group,Oklahoma,OK,2016,85.93
Adult,Age Group,Oklahoma,OK,2017,27.79
Adult,Age Group,Oklahoma,OK,2018,68.23
Adult,Age Group,Oklahoma,OK,2019,98.56
Adult,Age Group,Oregon,OR,2017,2.37
Adult,Age Group,Oregon,OR,2019,16.59
Adult,Age Group,Rhode Island,RI,2016,18.88
Adult,Age Group,Rhode Island,RI,2017,75.52
Adult,Age Group,Rhode Island,RI,2018,9.44
Adult,Age Group,Rhode Island,RI,2019,66.08
Adult,Age Group,South Carolina,SC,2015,5.83
Adult,Age Group,South Carolina,SC,2016,11.65
Adult,Age Group,South Carolina,SC,2017,21.37
Adult,Age Group,South Carolina,SC,2018,15.54
Adult,Age Group,South Carolina,SC,2019,9.71
Adult,Age Group,Tennessee,TN,2015,2.93
Adult,Age Group,Tennessee,TN,2016,32.21
Adult,Age Group,Tennessee,TN,2017,36.6
Adult,Age Group,Tennessee,TN,2018,4.39
Adult,Age Group,Tennessee,TN,2019,32.21
Adult,Age Group,Texas,TX,2014,238.31
Adult,Age Group,Texas,TX,2015,174.17
Adult,Age Group,Texas,TX,2016,167.27
Adult,Age Group,Texas,TX,2017,14.49
Adult,Age Group,Texas,TX,2018,30.35
Adult,Age Group,Texas,TX,2019,24.14
Adult,Age Group,Utah,UT,2014,34.31
Adult,Age Group,Utah,UT,2015,0
Adult,Age Group,Utah,UT,2018,3.12
Adult,Age Group,Utah,UT,2019,118.53
Adult,Age Group,Vermont,VT,2018,16.03
Adult,Age Group,Vermont,VT,2019,16.03
Adult,Age Group,Virginia,VA,2019,5.86
Adult,Age Group,Washington,WA,2015,0
Adult,Age Group,Washington,WA,2016,0
Adult,Age Group,Washington,WA,2017,5.25
Adult,Age Group,Washington,WA,2018,24.95
Adult,Age Group,Washington,WA,2019,66.97
Adult,Age Group,West Virginia,WV,2019,55.8
Adult,Age Group,Wisconsin,WI,2016,22.33
Adult,Age Group,Wisconsin,WI,2017,51.53
Adult,Age Group,Wisconsin,WI,2018,32.63
Adult,Age Group,Wisconsin,WI,2019,278.23
Adult,Age Group,Wyoming,WY,2014,0
Adult,Age Group,Wyoming,WY,2015,0
Adult,Age Group,Wyoming,WY,2016,51.84
Adult,Age Group,Wyoming,WY,2017,17.28
Adult,Age Group,Wyoming,WY,2018,51.84
AINA,Race,Alaska,AK,2015,0
AINA,Race,Alaska,AK,2016,0
AINA,Race,Arizona,AZ,2014,0
AINA,Race,Arizona,AZ,2015,0
AINA,Race,Arizona,AZ,2016,0
AINA,Race,Arizona,AZ,2017,1.37
AINA,Race,Arizona,AZ,2018,2.75
AINA,Race,Arkansas,AR,2015,0
AINA,Race,Arkansas,AR,2016,0
AINA,Race,Arkansas,AR,2018,0
AINA,Race,California,CA,2016,0.25
AINA,Race,Colorado,CO,2015,0
AINA,Race,Colorado,CO,2016,1.74
AINA,Race,Colorado,CO,2017,0
AINA,Race,Colorado,CO,2018,1.74
AINA,Race,Colorado,CO,2019,0
AINA,Race,Connecticut,CT,2016,0
AINA,Race,Connecticut,CT,2017,0
AINA,Race,Connecticut,CT,2018,0
AINA,Race,Connecticut,CT,2019,0
AINA,Race,Delaware,DE,2017,0
AINA,Race,Delaware,DE,2019,0
AINA,Race,Georgia,GA,2019,0
AINA,Race,Hawaii,HI,2015,0
AINA,Race,Hawaii,HI,2017,0
AINA,Race,Illinois,IL,2017,0
AINA,Race,Indiana,IN,2014,0
AINA,Race,Indiana,IN,2015,0
AINA,Race,Indiana,IN,2016,0
AINA,Race,Indiana,IN,2018,0
AINA,Race,Indiana,IN,2019,0
AINA,Race,Kentucky,KY,2017,0
AINA,Race,Kentucky,KY,2018,0
AINA,Race,Kentucky,KY,2019,0
AINA,Race,Louisiana,LA,2015,0
AINA,Race,Louisiana,LA,2016,0
AINA,Race,Louisiana,LA,2017,2.15
AINA,Race,Louisiana,LA,2018,0
AINA,Race,Louisiana,LA,2019,0
AINA,Race,Maine,ME,2017,0
AINA,Race,Maine,ME,2018,22.32
AINA,Race,Maryland,MD,2015,0
AINA,Race,Maryland,MD,2016,0
AINA,Race,Maryland,MD,2017,0
AINA,Race,Maryland,MD,2018,0
AINA,Race,Maryland,MD,2019,0
AINA,Race,Massachusetts,MA,2015,0
AINA,Race,Massachusetts,MA,2016,0
AINA,Race,Massachusetts,MA,2017,0
AINA,Race,Massachusetts,MA,2018,0
AINA,Race,Massachusetts,MA,2019,0
AINA,Race,Michigan,MI,2015,0
AINA,Race,Michigan,MI,2016,0
AINA,Race,Michigan,MI,2018,0
AINA,Race,Michigan,MI,2019,0
AINA,Race,Minnesota,MN,2014,0
AINA,Race,Minnesota,MN,2015,1.77
AINA,Race,Minnesota,MN,2016,8.87
AINA,Race,Minnesota,MN,2017,7.09
AINA,Race,Minnesota,MN,2018,5.32
AINA,Race,Minnesota,MN,2019,5.32
AINA,Race,Mississippi,MS,2014,0
AINA,Race,Mississippi,MS,2015,0
AINA,Race,Mississippi,MS,2018,0
AINA,Race,Mississippi,MS,2019,0
AINA,Race,Missouri,MO,2014,0
AINA,Race,Missouri,MO,2015,0
AINA,Race,Missouri,MO,2016,0
AINA,Race,Missouri,MO,2017,0
AINA,Race,Missouri,MO,2018,0
AINA,Race,Missouri,MO,2019,0
AINA,Race,Montana,MT,2016,9.36
AINA,Race,Nebraska,NE,2015,0
AINA,Race,Nevada,NV,2015,0
AINA,Race,Nevada,NV,2016,0
AINA,Race,Nevada,NV,2017,0
AINA,Race,Nevada,NV,2018,3.25
AINA,Race,Nevada,NV,2019,0
AINA,Race,New Jersey,NJ,2019,0
AINA,Race,New Mexico,NM,2019,0
AINA,Race,North Dakota,ND,2015,13.12
AINA,Race,North Dakota,ND,2016,0
AINA,Race,North Dakota,ND,2017,0
AINA,Race,North Dakota,ND,2018,0
AINA,Race,Ohio,OH,2014,0
AINA,Race,Ohio,OH,2015,0
AINA,Race,Ohio,OH,2017,0
AINA,Race,Ohio,OH,2018,0
AINA,Race,Ohio,OH,2019,0
AINA,Race,Oklahoma,OK,2015,0
AINA,Race,Oklahoma,OK,2016,2.53
AINA,Race,Oklahoma,OK,2017,2.53
AINA,Race,Oklahoma,OK,2018,10.11
AINA,Race,Oklahoma,OK,2019,10.11
AINA,Race,Oregon,OR,2017,0
AINA,Race,Oregon,OR,2019,0
AINA,Race,Rhode Island,RI,2016,0
AINA,Race,Rhode Island,RI,2017,0
AINA,Race,Rhode Island,RI,2018,0
AINA,Race,Rhode Island,RI,2019,0
AINA,Race,South Carolina,SC,2015,0
AINA,Race,South Carolina,SC,2016,0
AINA,Race,South Carolina,SC,2017,0
AINA,Race,South Carolina,SC,2018,0
AINA,Race,South Carolina,SC,2019,0
AINA,Race,Tennessee,TN,2015,0
AINA,Race,Tennessee,TN,2016,0
AINA,Race,Tennessee,TN,2017,0
AINA,Race,Tennessee,TN,2018,0
AINA,Race,Tennessee,TN,2019,0
AINA,Race,Texas,TX,2014,0
AINA,Race,Texas,TX,2015,0
AINA,Race,Texas,TX,2016,0.69
AINA,Race,Texas,TX,2017,0
AINA,Race,Texas,TX,2018,0
AINA,Race,Texas,TX,2019,0
AINA,Race,Utah,UT,2014,0
AINA,Race,Utah,UT,2015,0
AINA,Race,Utah,UT,2018,0
AINA,Race,Utah,UT,2019,0
AINA,Race,Vermont,VT,2018,0
AINA,Race,Vermont,VT,2019,0
AINA,Race,Virginia,VA,2019,0
AINA,Race,Washington,WA,2015,0
AINA,Race,Washington,WA,2016,5.25
AINA,Race,Washington,WA,2017,0
AINA,Race,Washington,WA,2018,3.94
AINA,Race,Washington,WA,2019,11.82
AINA,Race,West Virginia,WV,2019,0
AINA,Race,Wisconsin,WI,2016,0
AINA,Race,Wisconsin,WI,2017,5.15
AINA,Race,Wisconsin,WI,2018,0
AINA,Race,Wisconsin,WI,2019,10.31
AINA,Race,Wyoming,WY,2014,0
AINA,Race,Wyoming,WY,2015,0
AINA,Race,Wyoming,WY,2016,0
AINA,Race,Wyoming,WY,2017,0
AINA,Race,Wyoming,WY,2018,0
Asian,Race,Alaska,AK,2015,0
Asian,Race,Alaska,AK,2016,0
Asian,Race,Arizona,AZ,2014,0
Asian,Race,Arizona,AZ,2015,0
Asian,Race,Arizona,AZ,2016,0
Asian,Race,Arizona,AZ,2017,5.5
Asian,Race,Arizona,AZ,2018,1.37
Asian,Race,Arkansas,AR,2015,0
Asian,Race,Arkansas,AR,2016,0
Asian,Race,Arkansas,AR,2018,0
Asian,Race,California,CA,2016,0
Asian,Race,Colorado,CO,2015,0
Asian,Race,Colorado,CO,2016,0
Asian,Race,Colorado,CO,2017,0
Asian,Race,Colorado,CO,2018,0
Asian,Race,Colorado,CO,2019,1.74
Asian,Race,Connecticut,CT,2016,8.41
Asian,Race,Connecticut,CT,2017,0
Asian,Race,Connecticut,CT,2018,0
Asian,Race,Connecticut,CT,2019,0
Asian,Race,Delaware,DE,2017,0
Asian,Race,Delaware,DE,2019,0
Asian,Race,Georgia,GA,2019,0
Asian,Race,Hawaii,HI,2015,0
Asian,Race,Hawaii,HI,2017,7.06
Asian,Race,Illinois,IL,2017,0
Asian,Race,Indiana,IN,2014,5.95
Asian,Race,Indiana,IN,2015,0
Asian,Race,Indiana,IN,2016,0
Asian,Race,Indiana,IN,2018,0
Asian,Race,Indiana,IN,2019,0
Asian,Race,Kentucky,KY,2017,0
Asian,Race,Kentucky,KY,2018,0
Asian,Race,Kentucky,KY,2019,0
Asian,Race,Louisiana,LA,2015,0
Asian,Race,Louisiana,LA,2016,0
Asian,Race,Louisiana,LA,2017,0
Asian,Race,Louisiana,LA,2018,0
Asian,Race,Louisiana,LA,2019,0
Asian,Race,Maine,ME,2017,0
Asian,Race,Maine,ME,2018,0
Asian,Race,Maryland,MD,2015,0
Asian,Race,Maryland,MD,2016,3.31
Asian,Race,Maryland,MD,2017,0
Asian,Race,Maryland,MD,2018,1.65
Asian,Race,Maryland,MD,2019,1.65
Asian,Race,Massachusetts,MA,2015,0
Asian,Race,Massachusetts,MA,2016,0
Asian,Race,Massachusetts,MA,2017,1.45
Asian,Race,Massachusetts,MA,2018,2.9
Asian,Race,Massachusetts,MA,2019,1.45
Asian,Race,Michigan,MI,2015,0
Asian,Race,Michigan,MI,2016,0
Asian,Race,Michigan,MI,2018,0
Asian,Race,Michigan,MI,2019,0
Asian,Race,Minnesota,MN,2014,1.77
Asian,Race,Minnesota,MN,2015,5.32
Asian,Race,Minnesota,MN,2016,33.69
Asian,Race,Minnesota,MN,2017,47.88
Asian,Race,Minnesota,MN,2018,8.87
Asian,Race,Minnesota,MN,2019,21.28
Asian,Race,Mississippi,MS,2014,0
Asian,Race,Mississippi,MS,2015,0
Asian,Race,Mississippi,MS,2018,0
Asian,Race,Mississippi,MS,2019,0
Asian,Race,Missouri,MO,2014,1.63
Asian,Race,Missouri,MO,2015,0
Asian,Race,Missouri,MO,2016,0
Asian,Race,Missouri,MO,2017,0
Asian,Race,Missouri,MO,2018,0
Asian,Race,Missouri,MO,2019,0
Asian,Race,Montana,MT,2016,0
Asian,Race,Nebraska,NE,2015,0
Asian,Race,Nevada,NV,2015,3.25
Asian,Race,Nevada,NV,2016,0
Asian,Race,Nevada,NV,2017,0
Asian,Race,Nevada,NV,2018,0
Asian,Race,Nevada,NV,2019,0
Asian,Race,New Jersey,NJ,2019,0
Asian,Race,New Mexico,NM,2019,0
Asian,Race,North Dakota,ND,2015,0
Asian,Race,North Dakota,ND,2016,0
Asian,Race,North Dakota,ND,2017,0
Asian,Race,North Dakota,ND,2018,0
Asian,Race,Ohio,OH,2014,0
Asian,Race,Ohio,OH,2015,0
Asian,Race,Ohio,OH,2017,0
Asian,Race,Ohio,OH,2018,0
Asian,Race,Ohio,OH,2019,0
Asian,Race,Oklahoma,OK,2015,0
Asian,Race,Oklahoma,OK,2016,0
Asian,Race,Oklahoma,OK,2017,0
Asian,Race,Oklahoma,OK,2018,0
Asian,Race,Oklahoma,OK,2019,0
Asian,Race,Oregon,OR,2017,0
Asian,Race,Oregon,OR,2019,0
Asian,Race,Rhode Island,RI,2016,0
Asian,Race,Rhode Island,RI,2017,0
Asian,Race,Rhode Island,RI,2018,0
Asian,Race,Rhode Island,RI,2019,28.32
Asian,Race,South Carolina,SC,2015,0
Asian,Race,South Carolina,SC,2016,0
Asian,Race,South Carolina,SC,2017,0
Asian,Race,South Carolina,SC,2018,0
Asian,Race,South Carolina,SC,2019,0
Asian,Race,Tennessee,TN,2015,1.46
Asian,Race,Tennessee,TN,2016,2.93
Asian,Race,Tennessee,TN,2017,0
Asian,Race,Tennessee,TN,2018,0
Asian,Race,Tennessee,TN,2019,4.39
Asian,Race,Texas,TX,2014,0.34
Asian,Race,Texas,TX,2015,0.34
Asian,Race,Texas,TX,2016,0.34
Asian,Race,Texas,TX,2017,0
Asian,Race,Texas,TX,2018,0.68
Asian,Race,Texas,TX,2019,0
Asian,Race,Utah,UT,2014,0
Asian,Race,Utah,UT,2015,0
Asian,Race,Utah,UT,2018,0
Asian,Race,Utah,UT,2019,6.24
Asian,Race,Vermont,VT,2018,0
Asian,Race,Vermont,VT,2019,0
Asian,Race,Virginia,VA,2019,0
Asian,Race,Washington,WA,2015,0
Asian,Race,Washington,WA,2016,0
Asian,Race,Washington,WA,2017,0
Asian,Race,Washington,WA,2018,5.25
Asian,Race,Washington,WA,2019,7.88
Asian,Race,West Virginia,WV,2019,0
Asian,Race,Wisconsin,WI,2016,0
Asian,Race,Wisconsin,WI,2017,0
Asian,Race,Wisconsin,WI,2018,1.72
Asian,Race,Wisconsin,WI,2019,0
Asian,Race,Wyoming,WY,2014,0
Asian,Race,Wyoming,WY,2015,0
Asian,Race,Wyoming,WY,2016,0
Asian,Race,Wyoming,WY,2017,0
Asian,Race,Wyoming,WY,2018,0
Black,Race,Alaska,AK,2015,0
Black,Race,Alaska,AK,2016,27.34
Black,Race,Arizona,AZ,2014,1.37
Black,Race,Arizona,AZ,2015,0
Black,Race,Arizona,AZ,2016,17.86
Black,Race,Arizona,AZ,2017,65.95
Black,Race,Arizona,AZ,2018,178.6
Black,Race,Arkansas,AR,2015,0
Black,Race,Arkansas,AR,2016,3.31
Black,Race,Arkansas,AR,2018,3.31
Black,Race,California,CA,2016,0
Black,Race,Colorado,CO,2015,1.74
Black,Race,Colorado,CO,2016,1.74
Black,Race,Colorado,CO,2017,1.74
Black,Race,Colorado,CO,2018,3.47
Black,Race,Colorado,CO,2019,0
Black,Race,Connecticut,CT,2016,11.22
Black,Race,Connecticut,CT,2017,2.8
Black,Race,Connecticut,CT,2018,0
Black,Race,Connecticut,CT,2019,2.8
Black,Race,Delaware,DE,2017,0
Black,Race,Delaware,DE,2019,10.27
Black,Race,Georgia,GA,2019,0.94
Black,Race,Hawaii,HI,2015,0
Black,Race,Hawaii,HI,2017,0
Black,Race,Illinois,IL,2017,0.79
Black,Race,Indiana,IN,2014,22.28
Black,Race,Indiana,IN,2015,0
Black,Race,Indiana,IN,2016,2.97
Black,Race,Indiana,IN,2018,0
Black,Race,Indiana,IN,2019,0
Black,Race,Kentucky,KY,2017,0
Black,Race,Kentucky,KY,2018,0
Black,Race,Kentucky,KY,2019,0
Black,Race,Louisiana,LA,2015,21.51
Black,Race,Louisiana,LA,2016,21.51
Black,Race,Louisiana,LA,2017,77.44
Black,Race,Louisiana,LA,2018,10.76
Black,Race,Louisiana,LA,2019,10.75
Black,Race,Maine,ME,2017,0
Black,Race,Maine,ME,2018,0
Black,Race,Maryland,MD,2015,28.11
Black,Race,Maryland,MD,2016,19.85
Black,Race,Maryland,MD,2017,46.32
Black,Race,Maryland,MD,2018,18.2
Black,Race,Maryland,MD,2019,13.23
Black,Race,Massachusetts,MA,2015,0
Black,Race,Massachusetts,MA,2016,1.45
Black,Race,Massachusetts,MA,2017,7.25
Black,Race,Massachusetts,MA,2018,4.35
Black,Race,Massachusetts,MA,2019,1.45
Black,Race,Michigan,MI,2015,0
Black,Race,Michigan,MI,2016,1
Black,Race,Michigan,MI,2018,2
Black,Race,Michigan,MI,2019,7.01
Black,Race,Minnesota,MN,2014,35.46
Black,Race,Minnesota,MN,2015,37.24
Black,Race,Minnesota,MN,2016,69.15
Black,Race,Minnesota,MN,2017,85.11
Black,Race,Minnesota,MN,2018,54.97
Black,Race,Minnesota,MN,2019,69.15
Black,Race,Mississippi,MS,2014,10.08
Black,Race,Mississippi,MS,2015,0
Black,Race,Mississippi,MS,2018,3.36
Black,Race,Mississippi,MS,2019,6.72
Black,Race,Missouri,MO,2014,6.52
Black,Race,Missouri,MO,2015,9.78
Black,Race,Missouri,MO,2016,14.66
Black,Race,Missouri,MO,2017,14.66
Black,Race,Missouri,MO,2018,3.26
Black,Race,Missouri,MO,2019,9.78
Black,Race,Montana,MT,2016,0
Black,Race,Nebraska,NE,2015,0
Black,Race,Nevada,NV,2015,84.42
Black,Race,Nevada,NV,2016,113.63
Black,Race,Nevada,NV,2017,87.66
Black,Race,Nevada,NV,2018,64.93
Black,Race,Nevada,NV,2019,64.94
Black,Race,New Jersey,NJ,2019,9.01
Black,Race,New Mexico,NM,2019,4.77
Black,Race,North Dakota,ND,2015,0
Black,Race,North Dakota,ND,2016,0
Black,Race,North Dakota,ND,2017,0
Black,Race,North Dakota,ND,2018,0
Black,Race,Ohio,OH,2014,0
Black,Race,Ohio,OH,2015,0
Black,Race,Ohio,OH,2017,0
Black,Race,Ohio,OH,2018,0.86
Black,Race,Ohio,OH,2019,1.71
Black,Race,Oklahoma,OK,2015,20.22
Black,Race,Oklahoma,OK,2016,35.38
Black,Race,Oklahoma,OK,2017,20.22
Black,Race,Oklahoma,OK,2018,17.69
Black,Race,Oklahoma,OK,2019,20.21
Black,Race,Oregon,OR,2017,2.37
Black,Race,Oregon,OR,2019,2.37
Black,Race,Rhode Island,RI,2016,0
Black,Race,Rhode Island,RI,2017,56.64
Black,Race,Rhode Island,RI,2018,9.44
Black,Race,Rhode Island,RI,2019,9.44
Black,Race,South Carolina,SC,2015,5.83
Black,Race,South Carolina,SC,2016,9.71
Black,Race,South Carolina,SC,2017,11.65
Black,Race,South Carolina,SC,2018,11.65
Black,Race,South Carolina,SC,2019,3.88
Black,Race,Tennessee,TN,2015,1.46
Black,Race,Tennessee,TN,2016,14.64
Black,Race,Tennessee,TN,2017,10.25
Black,Race,Tennessee,TN,2018,2.93
Black,Race,Tennessee,TN,2019,7.32
Black,Race,Texas,TX,2014,42.08
Black,Race,Texas,TX,2015,46.56
Black,Race,Texas,TX,2016,35.52
Black,Race,Texas,TX,2017,14.48
Black,Race,Texas,TX,2018,10.35
Black,Race,Texas,TX,2019,8.27
Black,Race,Utah,UT,2014,0
Black,Race,Utah,UT,2015,0
Black,Race,Utah,UT,2018,0
Black,Race,Utah,UT,2019,3.12
Black,Race,Vermont,VT,2018,16.03
Black,Race,Vermont,VT,2019,0
Black,Race,Virginia,VA,2019,5.86
Black,Race,Washington,WA,2015,0
Black,Race,Washington,WA,2016,0
Black,Race,Washington,WA,2017,2.62
Black,Race,Washington,WA,2018,0
Black,Race,Washington,WA,2019,7.88
Black,Race,West Virginia,WV,2019,0
Black,Race,Wisconsin,WI,2016,17.17
Black,Race,Wisconsin,WI,2017,27.48
Black,Race,Wisconsin,WI,2018,29.2
Black,Race,Wisconsin,WI,2019,73.85
Black,Race,Wyoming,WY,2014,0
Black,Race,Wyoming,WY,2015,0
Black,Race,Wyoming,WY,2016,34.56
Black,Race,Wyoming,WY,2017,0
Black,Race,Wyoming,WY,2018,0
Female,Gender,Alaska,2015,AK,0
Female,Gender,Alaska,2016,AK,0
Female,Gender,Arizona,2014,AZ,0
Female,Gender,Arizona,2015,AZ,0
Female,Gender,Arizona,2016,AZ,19.23
Female,Gender,Arizona,2017,AZ,82.43
Female,Gender,Arizona,2018,AZ,266.53
Female,Gender,Arizona,2019,AZ,0
Female,Gender,Arkansas,2015,AR,0
Female,Gender,Arkansas,2016,AR,0
Female,Gender,Arkansas,2018,AR,3.31
Female,Gender,California,2016,CA,0
Female,Gender,Colorado,2015,CO,0
Female,Gender,Colorado,2016,CO,1.74
Female,Gender,Colorado,2017,CO,1.74
Female,Gender,Colorado,2018,CO,0
Female,Gender,Colorado,2019,CO,1.74
Female,Gender,Connecticut,2016,CT,11.22
Female,Gender,Connecticut,2017,CT,0
Female,Gender,Connecticut,2018,CT,0
Female,Gender,Connecticut,2019,CT,0
Female,Gender,Delaware,2017,DE,0
Female,Gender,Delaware,2019,DE,0
Female,Gender,Georgia,2019,GA,0.94
Female,Gender,Hawaii,2015,HI,0
Female,Gender,Hawaii,2017,HI,7.06
Female,Gender,Hawaii,2019,HI,0
Female,Gender,Illinois,2017,IL,0
Female,Gender,Indiana,2014,IN,62.39
Female,Gender,Indiana,2015,IN,2.98
Female,Gender,Indiana,2016,IN,0
Female,Gender,Indiana,2018,IN,2.97
Female,Gender,Indiana,2019,IN,0
Female,Gender,Kentucky,2017,KY,0
Female,Gender,Kentucky,2018,KY,2.24
Female,Gender,Kentucky,2019,KY,0
Female,Gender,Louisiana,2015,LA,12.91
Female,Gender,Louisiana,2016,LA,12.91
Female,Gender,Louisiana,2017,LA,51.63
Female,Gender,Louisiana,2018,LA,10.75
Female,Gender,Louisiana,2019,LA,4.3
Female,Gender,Maine,2017,ME,7.44
Female,Gender,Maine,2018,ME,14.88
Female,Gender,Maryland,2015,MD,13.23
Female,Gender,Maryland,2016,MD,1.65
Female,Gender,Maryland,2017,MD,16.54
Female,Gender,Maryland,2018,MD,4.96
Female,Gender,Maryland,2019,MD,1.65
Female,Gender,Massachusetts,2015,MA,0
Female,Gender,Massachusetts,2016,MA,0
Female,Gender,Massachusetts,2017,MA,4.35
Female,Gender,Massachusetts,2018,MA,2.9
Female,Gender,Massachusetts,2019,MA,2.9
Female,Gender,Michigan,2015,MI,0
Female,Gender,Michigan,2016,MI,0
Female,Gender,Michigan,2018,MI,1
Female,Gender,Michigan,2019,MI,0
Female,Gender,Minnesota,2014,MN,10.64
Female,Gender,Minnesota,2015,MN,12.41
Female,Gender,Minnesota,2016,MN,19.5
Female,Gender,Minnesota,2017,MN,31.92
Female,Gender,Minnesota,2018,MN,12.41
Female,Gender,Minnesota,2019,MN,24.82
Female,Gender,Mississippi,2014,MS,13.44
Female,Gender,Mississippi,2015,MS,13.44
Female,Gender,Mississippi,2018,MS,0
Female,Gender,Mississippi,2019,MS,3.36
Female,Gender,Missouri,2014,MO,9.78
Female,Gender,Missouri,2015,MO,3.26
Female,Gender,Missouri,2016,MO,4.89
Female,Gender,Missouri,2017,MO,8.15
Female,Gender,Missouri,2018,MO,3.26
Female,Gender,Missouri,2019,MO,1.63
Female,Gender,Montana,2016,MT,0
Female,Gender,Nebraska,2015,NE,0
Female,Gender,Nevada,2015,NV,32.47
Female,Gender,Nevada,2016,NV,22.73
Female,Gender,Nevada,2017,NV,29.22
Female,Gender,Nevada,2018,NV,32.47
Female,Gender,Nevada,2019,NV,32.46
Female,Gender,New Jersey,2019,NJ,13.51
Female,Gender,New Mexico,2019,NM,0
Female,Gender,North Dakota,2015,ND,13.12
Female,Gender,North Dakota,2016,ND,0
Female,Gender,North Dakota,2017,ND,0
Female,Gender,North Dakota,2018,ND,13.12
Female,Gender,Ohio,2014,OH,0.86
